Unicode|Character New/Shinjitai|Order|Old/Kyūjitai|Radical|Strokes|Grade|Year added|English meaning|Readings|Readings Rōmaji
0x007c89|粉|1778||米|10|5||flour|フン、こ、こな|fun, ko, kona
0x007d1b|紛|1779||糸|10|S||distract|フン、まぎ-れる、まぎ-らす、まぎ-らわす、まぎ-らわしい|fun, magi-reru, magi-rasu, magi-rawasu, magi-rawashii
0x0096f0|雰|1780||雨|12|S|1981|atmosphere|フン|fun
0x005674|噴|1781||口|15|S||erupt|フン、ふ-く|fun, fu-ku
0x0058b3|墳|1782||土|15|S||tomb|フン|fun
0x0061a4|憤|1783||心|15|S||aroused|フン、いきどお-る|fun, ikidoo-ru
0x00596e|奮|1784||大|16|6||stirred up|フン、ふる-う|fun, furu-u
0x005206|分|1785||刀|4|2||part, minute of time|ブン、フン、ブ、わ-ける、わ-かれる、わ-かる、わ-かつ|bun, fun, bu, wa-keru, wa-kareru, wa-karu, wa-katsu
0x006587|文|1786||文|4|1||writing|ブン、モン、ふみ|bun, mon, fumi
0x00805e|聞|1787||耳|14|2||hear|ブン、モン、き-く、き-こえる|bun, mon, ki-ku, ki-koeru
0x004e19|丙|1788||一|5|S||third class|ヘイ|hei
0x005e73|平|1789||干|5|3||flat|ヘイ、ビョウ、たい-ら、ひら|hei, byō, tai-ra, hira
0x005175|兵|1790||八|7|4||soldier|ヘイ、ヒョウ|hei, hyō
0x004f75|併|1791|倂|人|8|S||join|ヘイ、あわ-せる|hei, awa-seru
0x004e26|並|1792|竝|立|8|6||line-up|ヘイ、なみ、なら-べる、なら-ぶ、なら-びに|hei, nami, nara-beru, nara-bu, nara-bini
0x0067c4|柄|1793||木|9|S||design|ヘイ、がら、え|hei, gara, e
0x00965b|陛|1794||阜|10|6||highness|ヘイ|hei
0x009589|閉|1795||門|11|6||closed|ヘイ、と-じる、と-ざす、し-める、し-まる|hei, to-jiru, to-zasu, shi-meru, shi-maru
0x005840|塀|1796|塀 [4]|土|12|S|1981|fence|ヘイ|hei
0x005e63|幣|1797||巾|15|S||cash|ヘイ|hei
0x005f0a|弊|1798||廾|15|S||abuse|ヘイ|hei
0x00853d|蔽 [7]|1799||艸|15|S|2010|cover|ヘイ|hei
0x009905|餅 [8]|1800|餠|食|15|S|2010|mochi rice cake|ヘイ、もち|hei, mochi
0x007c73|米|1801||米|6|2||rice|ベイ、マイ、こめ|bei, mai, kome
0x0058c1|壁|1802||土|16|S||wall|ヘキ、かべ|heki, kabe
0x0074a7|璧|1803||玉|18|S|2010|sphere|ヘキ|heki
0x007656|癖|1804||疒|18|S||mannerism|ヘキ、くせ|heki, kuse
0x005225|別|1805||刀|7|4||separate|ベツ、わか-れる|betsu, waka-reru
0x008511|蔑|1806||艸|14|S|2010|ignore|ベツ、さげす-む|betsu, sagesu-mu
0x007247|片|1807||片|4|6||one-sided|ヘン、かた|hen, kata
0x008fba|辺|1808|邊|辵|5|4||environs|ヘン、あた-り、べ|hen, ata-ri, be
0x008fd4|返|1809||辵|7|3||return|ヘン、かえ-す、かえ-る|hen, kae-su, kae-ru
0x005909|変|1810|變|言|9|4||change|ヘン、か-わる、か-える|hen, ka-waru, ka-eru
0x00504f|偏|1811||人|11|S||partial|ヘン、かたよ-る|hen, katayo-ru
0x00904d|遍|1812||辵|12|S||everywhere|ヘン|hen
0x007de8|編|1813||糸|15|5||compile|ヘン、あ-む|hen, a-mu
0x005f01|弁|1814|辨 瓣 辯|辛 瓜 辛|5|5||valve|ベン|ben
0x004fbf|便|1815||人|9|4||convenience|ベン、ビン、たよ-り|ben, bin, tayo-ri
0x0052c9|勉|1816|勉 [4]|力|10|3||exertion|ベン|ben
0x006b69|歩|1817|步|止|8|2||walk|ホ、ブ、（フ）、ある-く、あゆ-む|ho, bu, (fu), aru-ku, ayu-mu
0x004fdd|保|1818||人|9|5||preserve|ホ、たも-つ|ho, tamo-tsu
0x0054fa|哺|1819||口|10|S|2010|suckle|ホ|ho
0x006355|捕|1820||手|10|S||catch|ホ、と-らえる、と-らわれる、と-る、つか-まえる、つか-まる|ho, to-raeru, to-rawareru, to-ru, tsuka-maeru, tsuka-maru
0x0088dc|補|1821||衣|12|6||supplement|ホ、おぎな-う|ho, ogina-u
0x008217|舗|1822||舌|15|S||pavement|ホ|ho
0x006bcd|母|1823||毋|5|2||mother|ボ、はは|bo, haha
0x0052df|募|1824||力|12|S||recruit|ボ、つの-る|bo, tsuno-ru
0x005893|墓|1825||土|13|5||grave|ボ、はか|bo, haka
0x006155|慕|1826||心|14|S||pining|ボ、した-う|bo, shita-u
0x0066ae|暮|1827||日|14|6||livelihood|ボ、く-れる、く-らす|bo, ku-reru, ku-rasu
0x007c3f|簿|1828||竹|19|S||register|ボ|bo
0x0065b9|方|1829||方|4|2||direction|ホウ、かた|hō, kata
0x005305|包|1830||勹|5|4||wrap|ホウ、つつ-む|hō, tsutsu-mu
0x0082b3|芳|1831||艸|7|S||perfume|ホウ、かんば-しい|hō, kanba-shii
0x0090a6|邦|1832||邑|7|S||home country|ホウ|hō
0x005949|奉|1833||大|8|S||observance|ホウ、（ブ）、たてまつ-る|hō, (bu), tatematsu-ru
0x005b9d|宝|1834|寶|宀|8|6||treasure|ホウ、たから|hō, takara
0x0062b1|抱|1835||手|8|S||embrace|ホウ、だ-く、いだ-く、かか-える|hō, da-ku, ida-ku, kaka-eru
0x00653e|放|1836||攴|8|3||release|ホウ、はな-す、はな-つ、はな-れる、ほう-る|hō, hana-su, hana-tsu, hana-reru, hō-ru
0x006cd5|法|1837||水|8|4||method|ホウ、（ハッ）、（ホッ）|hō, (ha'), (ho')
0x006ce1|泡|1838||水|8|S|1981|bubbles|ホウ、あわ|hō, awa
0x0080de|胞|1839||肉|9|S||placenta|ホウ|hō
0x004ff8|俸|1840||人|10|S|1981|salary|ホウ|hō
0x005023|倣|1841||人|10|S||emulate|ホウ、なら-う|hō, nara-u
0x005cf0|峰|1842||山|10|S||summit|ホウ、みね|hō, mine
0x007832|砲|1843||石|10|S||cannon|ホウ|hō
0x005d29|崩|1844||山|11|S||crumble|ホウ、くず-れる、くず-す|hō, kuzu-reru, kuzu-su
0x008a2a|訪|1845||言|11|6||visit|ホウ、おとず-れる、たず-ねる|hō, otozu-reru, tazu-neru
0x005831|報|1846||土|12|5||report|ホウ、むく-いる|hō, muku-iru
0x008702|蜂|1847||虫|13|S|2010|bee|ホウ、はち|hō, hachi
0x008c4a|豊|1848|豐|豆|13|5||bountiful|ホウ、ゆた-か|hō, yuta-ka
0x0098fd|飽|1849||食|13|S||sated|ホウ、あ-きる、あ-かす|hō, a-kiru, a-kasu
0x008912|褒|1850|襃|衣|15|S|1981|praise|ホウ、ほ-める|hō, ho-meru
0x007e2b|縫|1851||糸|16|S||sew|ホウ、ぬ-う|hō, nu-u
0x004ea1|亡|1852||亠|3|6||deceased|ボウ、（モウ）、な-い|bō, (mō), na-i
0x004e4f|乏|1853||丿|4|S||scarce|ボウ、とぼ-しい|bō, tobo-shii
0x005fd9|忙|1854||心|6|S||busy|ボウ、いそが-しい|bō, isoga-shii
0x00574a|坊|1855||土|7|S||boy|ボウ、（ボッ）|bō, (bo')
0x0059a8|妨|1856||女|7|S||disturb|ボウ、さまた-げる|bō, samata-geru
0x005fd8|忘|1857||心|7|6||forget|ボウ、わす-れる|bō, wasu-reru
0x009632|防|1858||阜|7|5||prevent|ボウ、ふせ-ぐ|bō, fuse-gu
0x00623f|房|1859||戶|8|S||tassel|ボウ、ふさ|bō, fusa
0x0080aa|肪|1860||肉|8|S||obese|ボウ|bō
0x0067d0|某|1861||木|9|S||so-and-so|ボウ|bō
0x005192|冒|1862||冂|9|S||risk|ボウ、おか-す|bō, oka-su
0x005256|剖|1863||刀|10|S||divide|ボウ|bō
0x007d21|紡|1864||糸|10|S||spinning|ボウ、つむ-ぐ|bō, tsumu-gu
0x00671b|望|1865||月|11|4||hope|ボウ、モウ、のぞ-む|bō, mō, nozo-mu
0x00508d|傍|1866||人|12|S||bystander|ボウ、かたわ-ら|bō, katawa-ra
0x005e3d|帽|1867||巾|12|S||cap|ボウ|bō
0x0068d2|棒|1868||木|12|6||rod|ボウ|bō
0x008cbf|貿|1869||貝|12|5||trade|ボウ|bō
0x008c8c|貌|1870||豸|14|S|2010|appearance|ボウ|bō
0x0066b4|暴|1871||日|15|5||outburst|ボウ、（バク）、あば-く、あば-れる|bō, (baku), aba-ku, aba-reru
0x0081a8|膨|1872||肉|16|S||swell|ボウ、ふく-らむ、ふく-れる|bō, fuku-ramu, fuku-reru
0x008b00|謀|1873||言|16|S||conspire|ボウ、（ム）、はか-る|bō, (mu), haka-ru
0x009830|頰 [7]|1874||頁|16|S|2010|cheek|ほお|hoo
0x005317|北|1875||匕|5|2||north|ホク、きた|hoku, kita
0x006728|木|1876||木|4|1||tree|ボク、モク、き、（こ）|boku, moku, ki, (ko)
0x006734|朴|1877||木|6|S|1981|crude|ボク|boku
0x007267|牧|1878||牛|8|4||breed|ボク、まき|boku, maki
0x007766|睦|1879||目|13|S|2010|harmonious|ボク|boku
0x0050d5|僕|1880||人|14|S|1981|me|ボク|boku
0x0058a8|墨|1881|墨 [4]|土|14|S||black ink|ボク、すみ|boku, sumi
0x0064b2|撲|1882||手|15|S||slap|ボク|boku
0x006ca1|没|1883|沒|水|7|S||drown|ボツ|botsu
0x0052c3|勃|1884||力|9|S|2010|rise|ボツ|botsu
0x005800|堀|1885||土|11|S|1981|ditch|ほり|hori
0x00672c|本|1886||木|5|1||book|ホン、もと|hon, moto
0x005954|奔|1887||大|8|S||bustle|ホン|hon
0x007ffb|翻|1888|飜|飛|18|S||flip|ホン、ひるがえ-る、ひるがえ-す|hon, hirugae-ru, hirugae-su
0x0051e1|凡|1889||几|3|S||mediocre|ボン、（ハン）|bon, (han)
0x0076c6|盆|1890||皿|9|S||basin|ボン|bon
0x009ebb|麻|1891||麻|11|S||hemp|マ、あさ|ma, asa
0x006469|摩|1892||手|15|S||chafe|マ|ma
0x0078e8|磨|1893||石|16|S|1981|grind|マ、みが-く|ma, miga-ku
0x009b54|魔|1894||鬼|21|S||witch|マ|ma
0x006bce|毎|1895|每|毋|6|2||every|マイ|mai
0x0059b9|妹|1896||女|8|2||younger sister|マイ、いもうと|mai, imōto
0x00679a|枚|1897||木|8|6||sheet of...|マイ|mai
0x006627|昧|1898||日|9|S|2010|foolish|マイ|mai
0x0057cb|埋|1899||土|10|S||bury|マイ、う-める、う-まる、う-もれる|mai, u-meru, u-maru, u-moreru
0x005e55|幕|1900||巾|13|6||curtain|マク、バク|maku, baku
0x00819c|膜|1901||肉|14|S||membrane|マク|maku
0x006795|枕|1902||木|8|S|2010|pillow|まくら|makura
0x0053c8|又|1903||又|2|S||or again|また|mata
0x00672b|末|1904||木|5|4||end|マツ、バツ、すえ|matsu, batsu, sue
0x0062b9|抹|1905||手|8|S|1981|rub|マツ|matsu
0x004e07|万|1906|萬|艸|3|2||ten thousand|マン、バン|man, ban
0x006e80|満|1907|滿|水|12|4||full|マン、み-ちる、み-たす|man, mi-chiru, mi-tasu
0x006162|慢|1908||心|14|S||ridicule|マン|man
0x006f2b|漫|1909||水|14|S||cartoon|マン|man
0x00672a|未|1910||木|5|4||not yet|ミ|mi
0x005473|味|1911||口|8|3||flavor|ミ、あじ、あじ-わう|mi, aji, aji-wau
0x009b45|魅|1912||鬼|15|S||fascination|ミ|mi
0x005cac|岬|1913||山|8|S|1981|headland|みさき|misaki
0x005bc6|密|1914||宀|11|6||secrecy|ミツ|mitsu
0x00871c|蜜|1915||虫|14|S|2010|honey|ミツ|mitsu
0x008108|脈|1916||肉|10|5||vein|ミャク|myaku
0x005999|妙|1917||女|7|S||exquisite|ミョウ|myō
0x006c11|民|1918||氏|5|4||people|ミン、たみ|min, tami
0x007720|眠|1919||目|10|S||sleep|ミン、ねむ-る、ねむ-い|min, nemu-ru, nemu-i
0x0077db|矛|1920||矛|5|S||halberd|ム、ほこ|mu, hoko
0x0052d9|務|1921||力|11|5||duty|ム、つと-める、つと-まる|mu, tsuto-meru, tsuto-maru
0x007121|無|1922||火|12|4||nothing|ム、ブ、な-い|mu, bu, na-i
0x005922|夢|1923||夕|13|5||dream|ム、ゆめ|mu, yume
0x009727|霧|1924||雨|19|S||fog|ム、きり|mu, kiri
0x005a18|娘|1925||女|10|S||daughter|むすめ|musume
0x00540d|名|1926||口|6|1||name|メイ、ミョウ、な|mei, myō, na
0x00547d|命|1927||口|8|3||fate|メイ、ミョウ、いのち|mei, myō, inochi
0x00660e|明|1928||日|8|2||bright|メイ、ミョウ、あ-かり、あか-るい、あか-るむ、あか-らむ、あき-らか、あ-ける、あ-く、あ-くる、あ-かす|mei, myō, a-kari, aka-rui, aka-rumu, aka-ramu, aki-raka, a-keru, a-ku, a-kuru, a-kasu
0x008ff7|迷|1929||辵|9|5||astray|メイ、まよ-う|mei, mayo-u
0x0051a5|冥|1930||冖|10|S|2010|dark|メイ、ミョウ|mei, myō
0x0076df|盟|1931||皿|13|6||alliance|メイ|mei
0x009298|銘|1932||金|14|S||inscription|メイ|mei
0x009cf4|鳴|1933||鳥|14|2||chirp|メイ、な-く、な-る、な-らす|mei, na-ku, na-ru, na-rasu
0x006ec5|滅|1934||水|13|S||destroy|メツ、ほろ-びる、ほろ-ぼす|metsu, horo-biru, horo-bosu
0x00514d|免|1935|免 [4]|儿|8|S||excuse|メン、まぬか-れる|men, manuka-reru
0x009762|面|1936||面|9|3||face|メン、おも、おもて、つら|men, omo, omote, tsura
0x007dbf|綿|1937||糸|14|5||cotton|メン、わた|men, wata
0x009eba|麺|1938|麵|麥|16|S|2010|noodles|メン|men
0x008302|茂|1939||艸|8|S||overgrown|モ、しげ-る|mo, shige-ru
0x006a21|模|1940||木|14|6||imitation|モ、ボ|mo, bo
0x006bdb|毛|1941||毛|4|2||hair|モウ、け|mō, ke
0x005984|妄|1942||女|6|S|1981|delusion|モウ、ボウ|mō, bō
0x0076f2|盲|1943||目|8|S||blind|モウ|mō
0x008017|耗|1944||耒|10|S||decrease|モウ、（コウ）|mō, (kō)
0x00731b|猛|1945||犬|11|S||fierce|モウ|mō
0x007db2|網|1946||糸|14|S||netting|モウ、あみ|mō, ami
0x0076ee|目|1947||目|5|1||eye|モク、（ボク）、め、（ま）|moku, (boku), me, (ma)
0x009ed9|黙|1948|默|黑|15|S||silence|モク、だま-る|moku, dama-ru
0x009580|門|1949||門|8|2||gates|モン、かど|mon, kado
0x007d0b|紋|1950||糸|10|S||family crest|モン|mon
0x00554f|問|1951||口|11|3||question|モン、と-う、と-い、（とん）|mon, to-u, to-i, (ton)
0x0051b6|冶|1952||冫|7|S|2010|melting|ヤ|ya
0x00591c|夜|1953||夕|8|2||night|ヤ、よ、よる|ya, yo, yoru
0x0091ce|野|1954||里|11|2||field|ヤ、の|ya, no
0x005f25|弥|1955|彌|弓|8|S|2010|all the more|や|ya
0x005384|厄|1956||厂|4|S|1981|unlucky|ヤク|yaku
0x005f79|役|1957||彳|7|3||service|ヤク、エキ|yaku, eki
0x007d04|約|1958||糸|9|4||promise|ヤク|yaku
0x008a33|訳|1959|譯|言|11|6||translate|ヤク、わけ|yaku, wake
0x0085ac|薬|1960|藥|艸|16|3||medicine|ヤク、くすり|yaku, kusuri
0x008e8d|躍|1961||足|21|S||leap|ヤク、おど-る|yaku, odo-ru
0x0095c7|闇|1962||門|17|S|2010|darkness|やみ|yami
0x007531|由|1963||田|5|3||reason|ユ、ユウ、（ユイ）、よし|yu, yū, (yui), yoshi
0x006cb9|油|1964||水|8|3||oil|ユ、あぶら|yu, abura
0x0055a9|喩|1965||口|12|S|2010|metaphor|ユ|yu
0x006109|愉|1966||心|12|S||pleasure|ユ|yu
0x008aed|諭|1967||言|16|S||rebuke|ユ、さと-す|yu, sato-su
0x008f38|輸|1968||車|16|5||transport|ユ|yu
0x007652|癒|1969||疒|18|S|1981|healing|ユ、い-える、い-やす|yu, i-eru, i-yasu
0x00552f|唯|1970||口|11|S||solely|ユイ、（イ）|yui, (i)
0x0053cb|友|1971||又|4|2||friend|ユウ、とも|yū, tomo
0x006709|有|1972||月|6|3||have|ユウ、ウ、あ-る|yū, u, a-ru
0x0052c7|勇|1973||力|9|4||courage|ユウ、いさ-む|yū, isa-mu
0x005e7d|幽|1974||幺|9|S||seclude|ユウ|yū
0x0060a0|悠|1975||心|11|S|1981|permanence|ユウ|yū
0x0090f5|郵|1976||邑|11|6||mail|ユウ|yū
0x006e67|湧|1977||水|12|S|2010|boil|ユウ、わ-く|yū, wa-ku
0x007336|猶|1978||犬|12|S||furthermore|ユウ|yū
0x0088d5|裕|1979||衣|12|S||abundant|ユウ|yū
0x00904a|遊|1980||辵|12|3||play|ユウ、（ユ）、あそ-ぶ|yū, (yu), aso-bu
0x0096c4|雄|1981||隹|12|S||male|ユウ、お、おす|yū, o, osu
0x008a98|誘|1982||言|14|S||entice|ユウ、さそ-う|yū, saso-u
0x006182|憂|1983||心|15|S||melancholy|ユウ、うれ-える、うれ-い、う-い|yū, ure-eru, ure-i, u-i
0x00878d|融|1984||虫|16|S||dissolve|ユウ|yū
0x00512a|優|1985||人|17|6||superior|ユウ、やさ-しい、すぐ-れる|yū, yasa-shii, sugu-reru
0x004e0e|与|1986|與|臼|3|S||give|ヨ、あた-える|yo, ata-eru
0x004e88|予|1987|豫|豕|4|3||in advance|ヨ|yo
0x004f59|余|1988|餘|食|7|5||leave over|ヨ、あま-る、あま-す|yo, ama-ru, ama-su
0x008a89|誉|1989|譽|言|13|S||reputation|ヨ、ほま-れ|yo, homa-re
0x009810|預|1990||頁|13|6||deposit|ヨ、あず-ける、あず-かる|yo, azu-keru, azu-karu
0x005e7c|幼|1991||幺|5|6||infancy|ヨウ、おさな-い|yō, osana-i
0x007528|用|1992||用|5|2||use|ヨウ、もち-いる|yō, mochi-iru
0x007f8a|羊|1993||羊|6|3||sheep|ヨウ、ひつじ|yō, hitsuji
0x005996|妖|1994||女|7|S|2010|bewitching|ヨウ、あや-しい|yō, aya-shii
0x006d0b|洋|1995||水|9|3||ocean|ヨウ|yō
0x008981|要|1996||襾|9|4||need|ヨウ、かなめ、い-る|yō, kaname, i-ru
0x005bb9|容|1997||宀|10|5||contain|ヨウ|yō
0x005eb8|庸|1998||广|11|S||commonplace|ヨウ|yō
0x0063da|揚|1999||手|12|S||hoist|ヨウ、あ-げる、あ-がる|yō, a-geru, a-garu
0x0063fa|揺|2000|搖|手|12|S||swing|ヨウ、ゆ-れる、ゆ-る、ゆ-らぐ、ゆ-るぐ、ゆ-する、ゆ-さぶる、ゆ-すぶる|yō, yu-reru, yu-ru, yu-ragu, yu-rugu, yu-suru, yu-saburu, yu-suburu
0x008449|葉|2001||艸|12|3||leaf|ヨウ、は|yō, ha
0x00967d|陽|2002||阜|12|3||sunshine|ヨウ|yō
0x006eb6|溶|2003||水|13|S||melt|ヨウ、と-ける、と-かす、と-く|yō, to-keru, to-kasu, to-ku
0x008170|腰|2004||肉|13|S||loins|ヨウ、こし|yō, koshi
0x0069d8|様|2005|樣|木|14|3||formal title|ヨウ、さま|yō, sama
0x00760d|瘍|2006||疒|14|S|2010|boil (medical)|ヨウ|yō
0x008e0a|踊|2007||足|14|S||jump|ヨウ、おど-る、おど-り|yō, odo-ru, odo-ri
0x007aaf|窯|2008||穴|15|S||kiln|ヨウ、かま|yō, kama
0x00990a|養|2009||食|15|4||foster|ヨウ、やしな-う|yō, yashina-u
0x0064c1|擁|2010||手|16|S||embrace|ヨウ|yō
0x008b21|謡|2011|謠|言|16|S||noh chanting|ヨウ、うたい、うた-う|yō, utai, uta-u
0x0066dc|曜|2012||日|18|2||day of the week|ヨウ|yō
0x006291|抑|2013||手|7|S||repress|ヨク、おさ-える|yoku, osa-eru
0x006c83|沃|2014||水|7|S|2010|fertility|ヨク|yoku
0x006d74|浴|2015||水|10|4||bathe|ヨク、あ-びる、あ-びせる|yoku, a-biru, a-biseru
0x006b32|欲|2016||欠|11|6||longing|ヨク、ほっ-する、ほ-しい|yoku, ho'-suru, ho-shii
0x007fcc|翌|2017||羽|11|6||the following|ヨク|yoku
0x007ffc|翼|2018||羽|17|S||wing|ヨク、つばさ|yoku, tsubasa
0x0062c9|拉|2019||手|8|S|2010|crush|ラ|ra
0x0088f8|裸|2020||衣|13|S||naked|ラ、はだか|ra, hadaka
0x007f85|羅|2021||网|19|S|1981|gauze|ラ|ra
0x006765|来|2022|來|人|7|2||come|ライ、く-る、きた-る、きた-す|rai, ku-ru, kita-ru, kita-su
0x0096f7|雷|2023||雨|13|S||thunder|ライ、かみなり|rai, kaminari
0x00983c|頼|2024|賴|貝|16|S||trust|ライ、たの-む、たの-もしい、たよ-る|rai, tano-mu, tano-moshii, tayo-ru
0x007d61|絡|2025||糸|12|S||entwine|ラク、から-む、から-まる、から-める|raku, kara-mu, kara-maru, kara-meru
0x00843d|落|2026||艸|12|3||fall|ラク、お-ちる、お-とす|raku, o-chiru, o-tosu
0x00916a|酪|2027||酉|13|S||dairy products|ラク|raku
0x008fa3|辣|2028||辛|14|S|2010|bitter|ラツ|ratsu
0x004e71|乱|2029|亂|乙|7|6||riot|ラン、みだ-れる、みだ-す|ran, mida-reru, mida-su
0x005375|卵|2030||卩|7|6||egg|ラン、たまご|ran, tamago
0x0089a7|覧|2031|覽|見|17|6||perusal|ラン|ran
0x006feb|濫|2032||水|18|S||excessive|ラン|ran
0x0085cd|藍|2033||艸|18|S|2010|indigo|ラン、あい|ran, ai
0x006b04|欄|2034|欄 [4]|木|20|S||column|ラン|ran
0x00540f|吏|2035||口|6|S||officer|リ|ri
0x005229|利|2036||刀|7|4||profit|リ、き-く|ri, ki-ku
0x0091cc|里|2037||里|7|2||village|リ、さと|ri, sato
0x007406|理|2038||玉|11|2||reason|リ|ri
0x0075e2|痢|2039||疒|12|S||diarrhea|リ|ri
0x0088cf|裏|2040||衣|13|6||back|リ、うら|ri, ura
0x005c65|履|2041||尸|15|S||footgear|リ、は-く|ri, ha-ku
0x007483|璃|2042||玉|15|S|2010|glassy|リ|ri
0x0096e2|離|2043||隹|19|S||detach|リ、はな-れる、はな-す|ri, hana-reru, hana-su
0x009678|陸|2044||阜|11|4||land|リク|riku
0x007acb|立|2045||立|5|1||stand up|リツ、（リュウ）、た-つ、た-てる|ritsu, (ryū), ta-tsu, ta-teru
0x005f8b|律|2046||彳|9|6||law|リツ、（リチ）|ritsu, (richi)
0x006144|慄|2047||心|13|S|2010|fear|リツ|ritsu
0x007565|略|2048||田|11|5||abbreviation|リャク|ryaku
0x0067f3|柳|2049||木|9|S||willow|リュウ、やなぎ|ryū, yanagi
0x006d41|流|2050||水|10|3||stream|リュウ、（ル）、なが-れる、なが-す|ryū, (ru), naga-reru, naga-su
0x007559|留|2051||田|10|5||detain|リュウ、（ル）、と-める、と-まる|ryū, (ru), to-meru, to-maru
0x007adc|竜|2052|龍|龍|10|S|1981|dragon|リュウ、たつ|ryū, tatsu
0x007c92|粒|2053||米|11|S||grains|リュウ、つぶ|ryū, tsubu
0x009686|隆|2054|隆 [4]|阜|11|S||hump|リュウ|ryū
0x00786b|硫|2055||石|12|S||sulphur|リュウ|ryū
0x004fb6|侶|2056||人|9|S|2010|companion|リョ|ryo
0x0065c5|旅|2057||方|10|3||trip|リョ、たび|ryo, tabi
0x00865c|虜|2058|虜 [4]|虍|13|S||captive|リョ|ryo
0x00616e|慮|2059||心|15|S||prudence|リョ|ryo
0x004e86|了|2060||亅|2|S||finish|リョウ|ryō
0x004e21|両|2061|兩|入|6|3||both|リョウ|ryō
0x00826f|良|2062||艮|7|4||good|リョウ、よ-い|ryō, yo-i
0x006599|料|2063||斗|10|4||fee|リョウ|ryō
0x006dbc|涼|2064||水|11|S||refreshing|リョウ、すず-しい、すず-む|ryō, suzu-shii, suzu-mu
0x00731f|猟|2065|獵|犬|11|S||game-hunting|リョウ|ryō
0x009675|陵|2066||阜|11|S||mausoleum|リョウ、みささぎ|ryō, misasagi
0x0091cf|量|2067||里|12|4||quantity|リョウ、はか-る|ryō, haka-ru
0x0050da|僚|2068||人|14|S||colleague|リョウ|ryō
0x009818|領|2069||頁|14|5||territory|リョウ|ryō
0x005bee|寮|2070||宀|15|S||dormitory|リョウ|ryō
0x007642|療|2071||疒|17|S||heal|リョウ|ryō
0x0077ad|瞭|2072||目|17|S|2010|clear|リョウ|ryō
0x007ce7|糧|2073||米|18|S||provisions|リョウ、（ロウ）、かて|ryō, (rō), kate
0x00529b|力|2074||力|2|1||power|リョク、リキ、ちから|ryoku, riki, chikara
0x007dd1|緑|2075|綠|糸|14|3||green|リョク、（ロク）、みどり|ryoku, (roku), midori
0x006797|林|2076||木|8|1||woods|リン、はやし|rin, hayashi
0x005398|厘|2077||厂|9|S||thousandth|リン|rin
0x00502b|倫|2078||人|10|S||ethics|リン|rin
0x008f2a|輪|2079||車|15|4||wheel|リン、わ|rin, wa
0x0096a3|隣|2080||阜|16|S||neighboring|リン、とな-る、となり|rin, tona-ru, tonari
0x0081e8|臨|2081||臣|18|6||look to|リン、のぞ-む|rin, nozo-mu
0x007460|瑠|2082||玉|14|S|2010|lapis lazuli|ル|ru
0x006d99|涙|2083|淚|水|10|S||tears|ルイ、なみだ|rui, namida
0x007d2f|累|2084||糸|11|S||accumulate|ルイ|rui
0x005841|塁|2085|壘|土|12|S||bases|ルイ|rui
0x00985e|類|2086|類 [4]|頁|18|4||sort|ルイ、たぐ-い|rui, tagu-i
0x004ee4|令|2087||人|5|4||orders|レイ|rei
0x00793c|礼|2088|禮|示|5|3||thanks|レイ、ライ|rei, rai
0x0051b7|冷|2089||冫|7|4||cool|レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます|rei, tsume-tai, hi-eru, hi-ya, hi-yasu, hi-yakasu, sa-meru, sa-masu
0x0052b1|励|2090|勵|力|7|S||encourage|レイ、はげ-む、はげ-ます|rei, hage-mu, hage-masu
0x00623b|戻|2091|戾|戶|7|S|1981|re-|レイ、もど-す、もど-る|rei, modo-su, modo-ru
0x004f8b|例|2092||人|8|4||example|レイ、たと-える|rei, tato-eru
0x009234|鈴|2093||金|13|S||small bell|レイ、リン、すず|rei, rin, suzu
0x0096f6|零|2094||雨|13|S||zero|レイ|rei
0x00970a|霊|2095|靈|雨|15|S||spirits|レイ、リョウ、たま|rei, ryō, tama
0x0096b7|隷|2096||隶|16|S||slave|レイ|rei
0x009f62|齢|2097|齡|齒|17|S||age|レイ|rei
0x009e97|麗|2098||鹿|19|S||lovely|レイ、うるわ-しい|rei, uruwa-shii
0x0066a6|暦|2099|曆|日|14|S||calendar|レキ、こよみ|reki, koyomi
0x006b74|歴|2100|歷|止|14|5||curriculum|レキ|reki
0x005217|列|2101||刀|6|3||row|レツ|retsu
0x0052a3|劣|2102||力|6|S||inferiority|レツ、おと-る|retsu, oto-ru
0x0070c8|烈|2103||火|10|S||ardent|レツ|retsu
0x0088c2|裂|2104||衣|12|S||split|レツ、さ-く、さ-ける|retsu, sa-ku, sa-keru
0x00604b|恋|2105|戀|心|10|S||romance|レン、こ-う、こい、こい-しい|ren, ko-u, koi, koi-shii
0x009023|連|2106||辵|10|4||take along|レン、つら-なる、つら-ねる、つ-れる|ren, tsura-naru, tsura-neru, tsu-reru
0x005ec9|廉|2107||广|13|S||bargain|レン|ren
0x007df4|練|2108|練 [4]|糸|14|3||practice|レン、ね-る|ren, ne-ru
0x00932c|錬|2109|鍊|金|16|S||tempering|レン|ren
0x005442|呂|2110||口|7|S|2010|spine|ロ|ro
0x007089|炉|2111|爐|火|8|S||hearth|ロ|ro
0x008cc2|賂|2112||貝|13|S|2010|bribe|ロ|ro
0x008def|路|2113||足|13|3||road|ロ、じ|ro, ji
